county,batch,page_type,url,external,notes
Reagan,3,elections,https://www.co.reagan.tx.us/page/reagan.Elections,false,"found via link ""Elections"" score=20"
Reagan,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Reagan,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Reagan,3,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Real,3,elections,https://www.co.real.tx.us/page/real.Elections,false,"found via link ""Elections"" score=20"
Real,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Real,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Real,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Red River,3,elections,https://www.co.red-river.tx.us/page/redriver.ElectionsCountyClerk,false,"found via link ""Elections - County Clerk"" score=12"
Red River,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Red River,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Red River,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Reeves,3,elections,,false,GAP: could not crawl — homepage blocked/unreachable (HTTP 403); needs manual URL discovery
Reeves,3,polling,,false,GAP: could not crawl — homepage blocked/unreachable (HTTP 403); needs manual URL discovery
Reeves,3,early_voting,,false,GAP: could not crawl — homepage blocked/unreachable (HTTP 403); needs manual URL discovery
Reeves,3,results,,false,GAP: could not crawl — homepage blocked/unreachable (HTTP 403); needs manual URL discovery
Refugio,3,elections,https://www.co.refugio.tx.us/page/refugio.Elections,false,"found via link ""Elections"" score=20"
Refugio,3,polling,https://www.co.refugio.tx.us/page/refugio.Elections.CurrentElections,false,no standing polling page; using per-election hub page (shared with other types) — review
Refugio,3,early_voting,https://www.co.refugio.tx.us/page/refugio.Elections.CurrentElections,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Refugio,3,results,https://www.co.refugio.tx.us/page/refugio.Elections.ElectionResults,false,"found via ""Election Results"" score=21"
Robertson,3,elections,https://www.co.robertson.tx.us/page/robertson.Elections,false,"found via link ""Elections"" score=20"
Robertson,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Robertson,3,early_voting,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site)
Robertson,3,results,https://results.enr.clarityelections.com/TX/Robertson/,true,"found via ""COUNTY-WIDE RESULTS"" score=8 [normalized to stable Clarity index]"
Rockwall,3,elections,https://www.rockwallvotes.com/,true,"found via link ""Election Information"" score=20"
Rockwall,3,polling,https://www.rockwallvotes.com/election-information/,true,no standing polling page; using per-election hub page (shared with other types) — review
Rockwall,3,early_voting,https://www.rockwallvotes.com/election-information/,true,no standing early_voting page; using per-election hub page (shared with other types) — review
Rockwall,3,results,https://results.enr.clarityelections.com/TX/Rockwall/,true,"found via ""Election Results"" score=21"
Runnels,3,elections,https://www.runnelscounty.org/page/runnels.Elections,false,"found via link ""Elections"" score=20"
Runnels,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Runnels,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Runnels,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Rusk,3,elections,https://www.ruskcountytx.gov/page/rusk.Elections,false,"found via link ""Elections"" score=20"
Rusk,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Rusk,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Rusk,3,results,https://results.enr.clarityelections.com/TX/Rusk/,true,"found via ""https://results.enr.clarityelections.com"" score=8"
Sabine,3,elections,https://www.co.sabine.tx.us/page/sabine.Elections,false,"found via link ""Elections"" score=20"
Sabine,3,polling,https://www.co.sabine.tx.us/page/sabine.Elections%20Additional%20Information,false,no standing polling page; using per-election hub page (shared with other types) — review
Sabine,3,early_voting,https://www.co.sabine.tx.us/page/sabine.Elections%20Additional%20Information,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Sabine,3,results,https://www.co.sabine.tx.us/page/sabine.Election%20Results,false,"found via ""Election Results & Required Postings"" score=21"
San Augustine,3,elections,https://www.co.san-augustine.tx.us/page/sanaugustine.Elections,false,"found via link ""Elections Administration"" score=20"
San Augustine,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
San Augustine,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
San Augustine,3,results,,false,GAP: no distinct page found (likely folded into elections page)
San Jacinto,3,elections,https://www.co.san-jacinto.tx.us/page/sanjacinto.Elections,false,"found via link ""Elections"" score=20"
San Jacinto,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
San Jacinto,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
San Jacinto,3,results,,false,GAP: no distinct page found (likely folded into elections page)
San Patricio,3,elections,https://www.sanpatriciocountytx.gov/page/elections.home,false,"found via link ""Elections"" score=20"
San Patricio,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
San Patricio,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
San Patricio,3,results,https://www.sanpatriciocountytx.gov/page/elections.results.archive.06,false,"found via ""Election Results 2006-2015"" score=21"
San Saba,3,elections,https://www.co.san-saba.tx.us/page/sansaba.Elections,false,"found via link ""Elections"" score=20"
San Saba,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
San Saba,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
San Saba,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Schleicher,3,elections,https://www.schleichercounty.gov/page/Elections,false,"found via link ""Elections & Voting"" score=25"
Schleicher,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Schleicher,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Schleicher,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Scurry,3,elections,https://www.co.scurry.tx.us/page/Elections,false,"found via link ""Elections"" score=20"
Scurry,3,polling,https://www.co.scurry.tx.us/page/elections.information,false,no standing polling page; using per-election hub page (shared with other types) — review
Scurry,3,early_voting,https://www.co.scurry.tx.us/page/elections.information,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Scurry,3,results,,false,GAP: candidate is non-HTML (image/jpeg) — out of scope
Shackelford,3,elections,https://www.shackelfordcounty.org/page/shackelford.Elections,false,"found via link ""Elections"" score=20"
Shackelford,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Shackelford,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Shackelford,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Shelby,3,elections,https://www.co.shelby.tx.us/page/shelby.Elections,false,"found via link ""Elections"" score=20"
Shelby,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Shelby,3,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Shelby,3,results,,false,GAP: candidate is non-HTML (application/vnd.ms-excel) — out of scope
Sherman,3,elections,https://www.shermancountytx.gov/page/Elections.Home,false,"found via link ""Elections & Voting"" score=25"
Sherman,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Sherman,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Sherman,3,results,https://www.shermancountytx.gov/page/Elections.CampaignFinance,false,"found via ""Campaign Finance & Historical Election R"" score=21"
Smith,3,elections,https://www.smith-county.com/227/Voter-Registration,false,"found via link ""Voter Registration"" score=13"
Smith,3,polling,https://www.smith-county.com/228/Precinct-Maps,false,"found via ""Precinct Maps"" score=5 (weak match — review)"
Smith,3,early_voting,https://www.smith-county.com/233/Current-Election-Information,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Smith,3,results,https://www.smith-county.com/236/Current-Election-Results,false,"found via ""Current Election Results"" score=21"
Somervell,3,elections,https://www.somervell.co/160/Elections,false,"found via link ""Elections"" score=20 [via Government page]"
Somervell,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Somervell,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Somervell,3,results,https://www.somervell.co/161/Past-Election-Results,false,"found via ""Past Election Results - Somervell County"" score=21"
Starr,3,elections,https://www.harrisvotes.com/Voter/ID,true,"dedicated elections portal, reached via Elections"
Starr,3,polling,https://www.harrisvotes.com/Vote-Centers,true,"found via ""Find a Vote Center"" score=18"
Starr,3,early_voting,https://www.harrisvotes.com/Voter/View-information-for-upcoming-Elections,true,no standing early_voting page; using per-election hub page (shared with other types) — review
Starr,3,results,https://www.harrisvotes.com/Election-Results,true,"found via ""Election Results"" score=21"
Stephens,3,elections,https://www.co.stephens.tx.us/page/stephens.Elections,false,"found via link ""Elections"" score=20"
Stephens,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Stephens,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Stephens,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Sterling,3,elections,https://www.sterlingcotx.gov/page/Elections%202026,false,"found via link ""Elections 2026"" score=12"
Sterling,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Sterling,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Sterling,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Stonewall,3,elections,https://www.stonewallcounty.org/page/stonewall.Elections,false,"found via link ""Elections"" score=20"
Stonewall,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Stonewall,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Stonewall,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Sutton,3,elections,https://www.co.sutton.tx.us/page/sutton.Elections,false,"found via link ""Elections"" score=20"
Sutton,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Sutton,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Sutton,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Swisher,3,elections,https://www.co.swisher.tx.us/page/swisher.Elections,false,"found via link ""Elections Administrator"" score=20"
Swisher,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Swisher,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Swisher,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Taylor,3,elections,https://taylorcounty.texas.gov/212/Elections,false,"found via link ""Elections Learn More"" score=12"
Taylor,3,polling,https://taylorcounty.texas.gov/214/Current-Election,false,no standing polling page; using per-election hub page (shared with other types) — review
Taylor,3,early_voting,https://taylorcounty.texas.gov/214/Current-Election,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Taylor,3,results,https://taylorcounty.texas.gov/549/Archived-Election-Results,false,"found via ""Archived Election Results"" score=21"
Terrell,3,elections,https://www.co.terrell.tx.us/page/terrell.Elections,false,"found via link ""Elections"" score=20"
Terrell,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Terrell,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Terrell,3,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Terry,3,elections,https://www.co.terry.tx.us/page/terry.elections,false,"found via link ""Elections"" score=20"
Terry,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Terry,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Terry,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Throckmorton,3,elections,https://www.throckmortoncounty.org/page/throckmorton.elections,false,"found via link ""Elections Administrator"" score=20"
Throckmorton,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Throckmorton,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Throckmorton,3,results,https://www.throckmortoncounty.org/page/throckmorton.electionsposting,false,"found via ""Throckmorton County Previous Election Re"" score=21"
Titus,3,elections,https://www.co.titus.tx.us/page/elections.home,false,"found via link ""Elections"" score=20"
Titus,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Titus,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Titus,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Tom Green,3,elections,https://www.tomgreencountytx.gov/page/ele.ElectHomeNew,false,"found via link ""Elections"" score=20"
Tom Green,3,polling,https://www.tomgreencountytx.gov/page/ele.PollingInfo,false,"found via ""Polling Information/Información de Sonde"" score=9"
Tom Green,3,early_voting,https://www.tomgreencountytx.gov/page/ele.PollingInfo,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Tom Green,3,results,https://www.tomgreencountytx.gov/page/ele.ElectionsResults,false,"found via ""Election Results/Resultados electorales"" score=21"
Trinity,3,elections,https://www.co.trinity.tx.us/page/trinity.Elections2,false,"found via link ""Elections Administrator"" score=20"
Trinity,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Trinity,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Trinity,3,results,https://www.co.trinity.tx.us/page/trinity.archived.elections,false,"found via ""Archived Election Results"" score=21"
Tyler,3,elections,https://www.co.tyler.tx.us/page/tyler.VoterRegistration,false,"found via link ""Voter Registration"" score=13"
Tyler,3,polling,https://www.co.tyler.tx.us/page/tyler.ElectionInformation,false,no standing polling page; using per-election hub page (shared with other types) — review
Tyler,3,early_voting,https://www.co.tyler.tx.us/page/tyler.ElectionInformation,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Tyler,3,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Upshur,3,elections,https://www.countyofupshur.com/page/elections,false,"found via link ""Elections"" score=20"
Upshur,3,polling,https://www.countyofupshur.com/page/maps,false,"found via ""Precinct Map"" score=5 (weak match — review)"
Upshur,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Upshur,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Upton,3,elections,https://www.co.upton.tx.us/page/upton.elections,false,"found via link ""Elections Administrator"" score=20"
Upton,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Upton,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Upton,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Uvalde,3,elections,https://www.uvaldecountyelections.com/,true,"found via link ""Election Results"" score=4 (weak match — review)"
Uvalde,3,polling,https://www.uvaldecountyelections.com/election-information,true,no standing polling page; using per-election hub page (shared with other types) — review
Uvalde,3,early_voting,https://www.uvaldecountyelections.com/election-information,true,no standing early_voting page; using per-election hub page (shared with other types) — review
Uvalde,3,results,https://www.uvaldecountyelections.com/,true,"found via ""Election Results"" score=21"
Val Verde,3,elections,https://valverdecounty.texas.gov/270/Elections,false,"found via link ""Elections"" score=20 [via Government page]"
Val Verde,3,polling,https://valverdecounty.texas.gov/382/2020-GENERAL-ELECTION,false,no standing polling page; using per-election hub page (shared with other types) — review
Val Verde,3,early_voting,https://valverdecounty.texas.gov/382/2020-GENERAL-ELECTION,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Val Verde,3,results,,false,GAP: candidate is non-HTML (application/pdf) — out of scope
Van Zandt,3,elections,https://www.vanzandtcounty.org/page/vanzandt.Elections,false,"found via link ""Elections"" score=20"
Van Zandt,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Van Zandt,3,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Van Zandt,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Victoria,3,elections,https://www.vctx.org/page/elections.home,false,"found via link ""Elections"" score=20"
Victoria,3,polling,https://www.vctx.org/page/elections.upcoming,false,no standing polling page; using per-election hub page (shared with other types) — review
Victoria,3,early_voting,https://www.vctx.org/page/elections.upcoming,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Victoria,3,results,https://www.vctx.org/page/elections.results,false,"found via ""Election Results"" score=21"
Walker,3,elections,https://www.co.walker.tx.us/department/index.php?structureid=39,false,"found via link ""Voter Registrations"" score=13"
Walker,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Walker,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Walker,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Waller,3,elections,https://www.co.waller.tx.us/page/Elections.current,false,"found via link ""Elections"" score=20"
Waller,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Waller,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Waller,3,results,https://www.co.waller.tx.us/page/Elections.HistoricElectionResults,false,"found via ""Historic Election Results"" score=21"
Ward,3,elections,https://www.co.ward.tx.us/page/ward.Elections,false,"found via link ""Election Information"" score=12"
Ward,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Ward,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Ward,3,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Washington,3,elections,https://www.co.washington.tx.us/page/washington.Past%20Elections,false,"found via link ""Past Elections"" score=12"
Washington,3,polling,https://www.co.washington.tx.us/page/washington.elections.information,false,no standing polling page; using per-election hub page (shared with other types) — review
Washington,3,early_voting,https://www.co.washington.tx.us/page/washington.elections.information,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Washington,3,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Wharton,3,elections,https://www.co.wharton.tx.us/page/wharton.Elections,false,"found via link ""Elections"" score=20"
Wharton,3,polling,https://www.co.wharton.tx.us/page/wharton.ElectionsPollingLocations,false,"found via """" score=4 (weak match — review)"
Wharton,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Wharton,3,results,https://www.co.wharton.tx.us/page/wharton.ElectionsResults,false,"found via """" score=4 (weak match — review)"
Wheeler,3,elections,https://www.wheelercounty.texas.gov/page/Elections,false,"found via link ""Elections & Voting"" score=25"
Wheeler,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Wheeler,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Wheeler,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Wichita,3,elections,,false,GAP: no working elections page found
Wichita,3,polling,,false,GAP: no distinct page found
Wichita,3,early_voting,,false,GAP: no distinct page found
Wichita,3,results,,false,GAP: no distinct page found
Wilbarger,3,elections,https://www.co.wilbarger.tx.us/page/Elections,false,"found via link ""Elections & Voting"" score=25"
Wilbarger,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Wilbarger,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Wilbarger,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Willacy,3,elections,https://www.co.willacy.tx.us/page/willacy.Elections,false,"found via link ""Elections"" score=20"
Willacy,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Willacy,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Willacy,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Wilson,3,elections,https://www.co.wilson.tx.us/page/wilson.Elections,false,"found via link ""Elections"" score=20"
Wilson,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Wilson,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Wilson,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Winkler,3,elections,https://www.co.winkler.tx.us/213/Elections,false,"found via link ""Elections"" score=20 [via Government page]"
Winkler,3,polling,,false,GAP: candidate is non-HTML (application/pdf) — out of scope
Winkler,3,early_voting,,false,GAP: candidate is non-HTML (application/pdf) — out of scope
Winkler,3,results,,false,GAP: candidate is non-HTML (application/pdf) — out of scope
Wise,3,elections,https://www.co.wise.tx.us/315/Elections,false,"found via link ""Elections"" score=20"
Wise,3,polling,,false,GAP: candidate is non-HTML (application/pdf) — out of scope
Wise,3,early_voting,,false,GAP: candidate is non-HTML (application/pdf) — out of scope
Wise,3,results,https://www.co.wise.tx.us/317/Election-Results-Archive,false,"found via ""Election Results Archive"" score=21"
Wood,3,elections,https://elections.mywoodcounty.com/,false,"found via link ""Elections/Voter Registration"" score=45"
Wood,3,polling,https://elections.mywoodcounty.com/election-information/polling-locations/,false,"found via ""Polling Locations"" score=21"
Wood,3,early_voting,https://elections.mywoodcounty.com/election-information/upcoming-elections/,false,no standing early_voting page; using per-election hub page (shared with other types) — review
Wood,3,results,https://elections.mywoodcounty.com/election-information/election-results/,false,"found via ""Election Results"" score=21"
Yoakum,3,elections,https://www.yoakumcounty.gov/page/Elections,false,"found via link ""Elections & Voting"" score=25"
Yoakum,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Yoakum,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Yoakum,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Young,3,elections,https://www.co.young.tx.us/page/young.Elections,false,"found via link ""Elections"" score=20"
Young,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope
Young,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Young,3,results,,false,GAP: candidate is non-HTML (image/jpeg) — out of scope
Zapata,3,elections,https://www.co.zapata.tx.us/page/zapata.Elections,false,"found via link ""Elections"" score=20"
Zapata,3,polling,https://www.co.zapata.tx.us/page/zapata.redistricting,false,"found via ""PRECINCT MAPS"" score=5 (weak match — review)"
Zapata,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Zapata,3,results,,false,GAP: no distinct page found (likely folded into elections page)
Zavala,3,elections,https://www.co.zavala.tx.us/page/Elections,false,"found via link ""Elections"" score=20"
Zavala,3,polling,,false,GAP: no distinct page found (likely folded into elections page)
Zavala,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page)
Zavala,3,results,https://www.co.zavala.tx.us/page/Election%20Results%202026,false,"found via ""Election Results 2026"" score=21"
